group,y_true,score,split,y_pred
A,0,0.10160321543610724,train,0
A,0,0.0306857220296772,train,0
A,0,0.057722545578843744,train,0
A,0,0.23693907669109823,val,0
A,1,0.7650010371882348,test,1
A,0,0.2632890766713733,train,0
A,0,0.09649542871354509,train,0
A,1,0.6912972927986022,train,1
A,0,0.20479632017720228,train,0
A,1,0.922161295161208,train,1
A,0,0.07564568179690315,val,0
A,0,0.17559256313704422,train,0
A,0,0.045136859940022256,val,0
A,0,0.20773698458401563,train,0
A,1,0.9008649024177771,train,1
A,0,0.2998946716610847,train,0
A,0,0.3316607833823975,train,0
A,0,0.2190557083429801,train,0
A,0,0.27815244685746726,test,0
A,0,0.10644203399202913,train,0
A,0,0.09995265089112414,val,0
A,0,0.19815147986933035,train,0
A,0,0.1779672194344511,train,0
A,0,0.1374478269321823,train,0
A,1,0.7848009814363364,train,1
A,0,0.38971394484420424,train,0
A,0,0.008330643035150253,train,0
A,0,0.1603822491514541,train,0
A,0,0.05323204494134606,train,0
A,1,0.916563064138008,train,1
A,0,0.3833533354013433,train,0
A,0,0.2364910946693694,train,0
A,1,0.885727624960652,test,1
A,0,0.13597887817539553,train,0
A,0,0.07864948415913434,val,0
A,0,0.2215193104710512,train,0
A,0,0.06586386321081471,val,0
A,0,0.24742082960607514,train,0
A,0,0.45486711784612355,test,0
A,0,0.40810490316065784,train,0
A,0,0.09420193425492077,val,0
A,0,0.4090540078288969,train,0
A,0,0.03293405131793466,train,0
A,0,0.15538634751499178,train,0
A,0,0.09848979374796824,train,0
A,0,0.028505278972550122,train,0
A,0,0.3073496725839333,train,0
A,0,0.33467222507013356,train,0
A,0,0.3328743247985888,test,0
A,0,0.18395222910616688,train,0
A,0,0.22733758491759673,val,0
A,0,0.4544133832260995,train,0
A,0,0.16628203803415476,train,0
A,1,0.746814011927166,test,1
A,0,0.22290723523786254,test,0
A,1,0.805492334544214,val,1
A,0,0.13704958987200896,train,0
A,0,0.3532174359881885,train,0
A,0,0.3427065553397236,train,0
A,0,0.24452961908788656,train,0
A,1,0.8127838529384098,train,1
A,1,0.7151988633718862,val,1
A,0,0.18349400578999064,test,0
A,0,0.22956965354437525,train,0
A,1,0.8154137063324041,train,1
A,0,0.22796708164782067,test,0
A,0,0.04670695128787814,train,0
A,0,0.22806267017386816,train,0
A,0,0.4044472921688917,train,0
A,1,0.9311518166968117,train,1
A,1,0.8904066147756553,test,1
A,0,0.10274521389901639,train,0
A,0,0.2285643751449903,train,0
A,0,0.1904726799800754,train,0
A,0,0.15927973045551957,test,0
A,0,0.3256318589509214,test,0
A,0,0.12570831388680404,train,0
A,0,0.29736275574660226,train,0
A,0,0.22852147364378883,train,0
A,0,0.06157089938085666,train,0
A,0,0.13540668033798395,train,0
A,1,0.996688017261496,train,1
A,1,0.8676953619330875,train,1
A,0,0.1931621660016671,train,0
A,0,0.11245760336755344,train,0
A,0,0.19317278982037106,test,0
A,0,0.175596122077969,train,0
A,1,0.977322106528419,train,1
A,1,0.7573901664897426,test,1
A,0,0.13411767241482744,train,0
A,0,0.08076189504221376,val,0
A,0,0.26346305021410743,train,0
A,0,0.004711148236653484,train,0
A,0,0.1661402122766115,val,0
A,0,0.2843897604737622,train,0
A,0,0.30461113920849126,val,0
A,0,0.15693748283658016,train,0
A,0,0.46105236292698476,train,0
A,0,0.06804125643678487,train,0
A,0,0.17357559774074668,train,0
A,0,0.16510046085498595,train,0
A,0,0.05579323263051569,train,0
A,1,0.9262009978041522,train,1
A,1,0.9712992301422787,train,1
A,1,0.6741618562006427,val,1
A,1,0.8613040288594525,train,1
A,0,0.19682169545119454,test,0
A,0,0.1803052131607138,train,0
A,0,0.07316362760804271,train,0
A,1,0.4992125929702255,val,0
A,0,0.22405766612042147,train,0
A,0,0.042777146119787265,train,0
A,1,0.8797641000360242,train,1
A,0,0.27367109506558296,train,0
A,0,0.12492431157382933,train,0
A,0,0.4995636528862287,test,0
A,0,0.10963294772102883,train,0
A,1,0.8880484771047986,test,1
A,0,0.1783728309114279,train,0
A,0,0.23756542511189646,train,0
A,0,0.1373631493666503,train,0
A,0,0.29585957034135374,val,0
A,0,0.19839785007142985,test,0
A,1,0.6915780995568994,train,1
A,1,0.7005126533334406,train,1
A,0,0.027140752783860495,train,0
A,1,0.8061698179824291,train,1
A,0,0.05828954318465818,train,0
A,0,0.3215255919743972,test,0
A,0,0.2055210360214766,train,0
A,0,0.15744355670211924,val,0
A,0,0.19887163868761265,train,0
A,0,0.05808063875835074,train,0
A,0,0.1481630656948218,train,0
A,0,0.1954087256514144,val,0
A,0,0.5191483778030942,test,1
A,0,0.1488932421590835,train,0
A,0,0.15232462626798465,train,0
A,1,0.875486864795274,train,1
A,1,0.6569556763226636,train,1
A,1,0.7687956904399222,train,1
A,1,0.6912483798403104,val,1
A,1,0.9719489874302538,train,1
A,0,0.19695625240068243,val,0
A,1,0.8238265450174698,train,1
A,0,0.18407159136260692,train,0
A,0,0.15028813299204177,test,0
A,1,0.7045613328442357,train,1
A,0,0.32495160248970256,test,0
A,0,0.14710941388914528,train,0
A,1,0.9034035802207602,train,1
A,0,0.3246760349581063,test,0
A,0,0.16255450928824508,test,0
A,0,0.29686073860120676,train,0
A,0,0.2255400383655653,train,0
A,0,0.15908467623990885,val,0
A,0,0.06224285990368411,val,0
A,1,0.7724539327715337,train,1
A,0,0.46867728102236356,val,0
A,0,0.15452598479646518,train,0
A,0,0.21529774433537985,train,0
A,0,0.1128086656340767,train,0
A,0,0.12345139084062191,train,0
A,0,0.30395813790158815,test,0
A,0,0.3877649336276531,train,0
A,0,0.2740926141593143,test,0
A,0,0.17646614022547216,train,0
A,0,0.2705841688903952,val,0
A,0,0.1355636061407882,val,0
A,0,0.1983117886982166,train,0
A,1,0.9435353794765292,train,1
A,0,0.0880769671211669,train,0
A,0,0.08691122961248265,test,0
A,0,0.26002910395183165,val,0
A,0,0.23288811669850362,train,0
A,0,0.22736919090683913,val,0
A,0,0.16396395683579937,train,0
A,1,0.6538913194916536,train,1
A,0,0.20209682351493966,test,0
A,1,0.8577380279042509,train,1
A,0,0.10914958240578285,val,0
A,0,0.026189503775175073,train,0
A,0,0.20176212126736204,train,0
A,0,0.05489341955757101,train,0
A,0,0.2946213000995296,train,0
A,0,0.35764338003178997,val,0
A,0,0.4729168839046484,train,0
A,0,0.18820682574474112,train,0
A,0,0.10903880130795464,train,0
A,0,0.21475076000872728,train,0
A,0,0.15620969566754514,val,0
A,0,0.17532573566310353,train,0
A,1,0.8903539431693489,train,1
A,0,0.34466146245548146,test,0
A,1,0.9090868794900586,train,1
A,0,0.15547423602677,val,0
A,0,0.14727311799250858,train,0
A,0,0.08847468880743929,train,0
A,0,0.17982482173676037,test,0
A,1,0.8513511277915774,val,1
A,1,0.7601263504129376,train,1
A,0,0.362534776131125,train,0
A,0,0.12327682634495307,train,0
A,1,0.8521595091259038,train,1
A,1,0.641135095803172,val,1
A,0,0.32587465621468326,train,0
A,1,0.8334766901375431,train,1
A,0,0.1691707618031369,test,0
A,0,0.32866289879377153,train,0
A,1,0.7939120336962827,train,1
A,1,0.6751905238047434,test,1
A,0,0.29164053927224126,val,0
A,0,0.0763113427627638,train,0
A,0,0.3127409362952212,train,0
A,0,0.05713307482296504,train,0
A,0,0.06716850614249008,train,0
A,0,0.13494881175127899,train,0
A,0,0.4147737849635551,val,0
A,0,0.24851094369045032,test,0
A,1,0.9725120584691134,val,1
A,0,0.0878121734606681,train,0
A,0,0.03988147453296872,val,0
A,0,0.27274468601458585,train,0
A,0,0.20141353624620348,train,0
A,1,0.5465366901918494,train,1
A,0,0.22280481551153666,train,0
A,1,0.8712524442474093,test,1
A,0,0.24305138346650765,train,0
A,1,0.9581216944380178,train,1
A,1,0.7764925442850357,test,1
A,1,0.7937555584790241,train,1
A,0,0.3599323917007495,val,0
A,0,0.17525170821814917,train,0
A,0,0.3316955088886647,train,0
A,0,0.09880173812143987,test,0
A,0,0.039546167916407075,train,0
A,0,0.2975708804288091,train,0
A,0,0.07752060868986375,train,0
A,0,0.21463274495330878,train,0
A,0,0.39083489457066595,train,0
A,1,0.8256682215470319,train,1
A,0,0.04561597871611159,train,0
A,1,0.9142762324319144,val,1
A,0,0.21966971171739016,train,0
A,0,0.03912924432949563,train,0
A,0,0.1758037946090776,train,0
A,1,0.9654562573902079,test,1
A,0,0.010212500953734637,test,0
A,0,0.05715273508367456,val,0
A,0,0.11067879455710157,test,0
A,0,0.036095766786337864,train,0
A,0,0.24352476270669443,train,0
A,0,0.22793961233102603,train,0
A,0,0.4233742959522937,train,0
A,0,0.07290704577746451,train,0
A,0,0.14446904880822914,train,0
A,1,0.6539494497582892,test,1
A,0,0.05183772810156993,val,0
A,0,0.11828932401817392,train,0
A,0,0.46606148912765333,val,0
A,0,0.2823960570855714,train,0
A,0,0.07450447504546814,train,0
A,0,0.02099030279149164,train,0
A,1,0.9899866451824832,train,1
A,0,0.018629138475054905,train,0
A,0,0.24066128964162373,val,0
A,0,0.10935617649142136,train,0
A,1,0.8875714122415103,train,1
A,0,0.5834173133026692,train,1
A,0,0.14250872920901322,train,0
A,0,0.12005576604121389,test,0
A,0,0.050679752383269806,train,0
A,0,0.3204891132308258,test,0
A,0,0.1428452662769763,test,0
A,0,0.1450002965930005,train,0
A,1,0.8909857289376361,train,1
A,0,0.19605233682862144,test,0
A,0,0.1577766447018204,test,0
A,0,0.2537209553524035,train,0
A,0,0.060148420982317534,val,0
A,0,0.13205200640693165,val,0
A,0,0.12670817278778232,train,0
A,0,0.2760808276923446,train,0
A,0,0.3501684886675499,val,0
A,1,0.7799635712544113,train,1
A,1,0.8159372526612194,train,1
A,0,0.08504529710066008,train,0
A,0,0.3045752985167308,train,0
A,0,0.054289639976336644,train,0
A,1,0.8929530859969962,test,1
A,0,0.1751231653871893,train,0
A,0,0.17460735234252586,train,0
A,0,0.35094932608152096,train,0
A,0,0.26749946009658343,train,0
A,0,0.0639720123170893,train,0
A,0,0.2740302463917302,train,0
A,0,0.2159467066958804,train,0
A,0,0.41920914192348224,train,0
A,1,0.6029984963246104,train,1
A,0,0.12006885867396257,train,0
A,0,0.15057756927356733,test,0
A,0,0.421577104115167,train,0
A,0,0.3544193125151983,train,0
A,0,0.06646006476232527,val,0
A,0,0.18374856663512865,train,0
A,0,0.23257947879403154,train,0
A,0,0.26500888318936927,train,0
A,0,0.07052518224991958,train,0
A,0,0.41941460785078133,val,0
A,1,0.8165336997757106,test,1
A,0,0.03867328800011976,train,0
A,0,0.08606763103802337,train,0
A,0,0.3965872936543147,train,0
A,0,0.18960320763464442,test,0
A,0,0.18548872143147657,test,0
A,0,0.1693954324919082,train,0
A,1,0.8796091787672159,train,1
A,0,0.08955545256899029,train,0
A,0,0.04712719659698799,train,0
A,0,0.2194998948284671,train,0
A,0,0.2255151337608382,train,0
A,0,0.22735456109994331,train,0
A,0,0.10475465803999279,test,0
A,0,0.07378267008574453,test,0
A,0,0.1639080967933787,train,0
A,0,0.46924662360843883,train,0
A,1,0.8061386184565812,test,1
A,1,0.9418361160282873,train,1
A,0,0.17757396519413446,train,0
A,0,0.14329840346180153,train,0
A,0,0.16570432975229613,train,0
A,0,0.17953904745727875,train,0
A,1,0.5637690849786822,train,1
A,1,0.732720576597388,train,1
A,0,0.3956729860321742,train,0
A,0,0.26283571953265256,train,0
A,0,0.10999185842438461,train,0
A,0,0.12765114047548795,test,0
A,0,0.1792605313036319,train,0
A,0,0.2058108835659275,train,0
A,0,0.08378851899522091,train,0
A,0,0.13455567563672025,train,0
A,0,0.44905974914446845,train,0
A,0,0.38075270659778576,val,0
A,0,0.15745271752725015,train,0
A,0,0.12105664520210574,train,0
A,1,0.4382403055810532,val,0
A,0,0.28213803313216557,train,0
A,0,0.03242212450830063,train,0
A,0,0.38387313625060127,train,0
A,0,0.1167415172386656,train,0
A,0,0.24021961595979857,val,0
A,0,0.04956041584830385,train,0
A,0,0.2975050675003544,train,0
A,0,0.2527706307164484,val,0
A,0,0.23181369753331527,train,0
A,1,0.8305827016289034,train,1
A,1,0.9548882785972016,train,1
A,1,0.7408306619594974,train,1
A,1,0.8852947824632166,test,1
A,1,0.7861395776991386,val,1
A,0,0.08312223507726159,train,0
A,1,0.9790004491707186,train,1
A,0,0.1270476419861952,train,0
A,0,0.22170972371447523,train,0
A,0,0.10051462069809676,train,0
A,0,0.10938652961856148,train,0
A,1,0.7081955772359465,test,1
A,1,0.7761315234346008,val,1
A,1,0.68607762903977,train,1
A,1,0.959458127380591,train,1
A,0,0.34983650841348185,train,0
A,1,0.7217481809045678,val,1
A,1,0.9318712108237812,val,1
A,1,0.6179896067161884,test,1
A,0,0.030065727091802188,train,0
A,0,0.33981191312168235,train,0
A,0,0.08731927728520361,train,0
A,0,0.30119641912341427,train,0
A,0,0.476675302113317,train,0
A,1,0.807336337022926,train,1
A,0,0.2436233549900596,train,0
A,0,0.24633498979509577,train,0
A,1,0.7965091461869025,train,1
A,0,0.10385227032802499,train,0
A,0,0.1675210156993241,train,0
A,1,0.8895879320794207,train,1
A,0,0.08410282322540806,train,0
A,0,0.06654498802512457,train,0
A,0,0.4052342701203342,train,0
A,1,0.9475444829389111,test,1
A,0,0.45422984733730193,train,0
A,0,0.20040954411424244,train,0
A,0,0.17362308083203806,train,0
A,0,0.1451443150034694,test,0
A,0,0.019800274069064226,train,0
A,0,0.35468653124959043,train,0
A,0,0.30019650614223126,train,0
A,1,0.8394220919776791,val,1
A,0,0.12130179399816808,val,0
A,0,0.28927262930772,train,0
A,0,0.058511947615402,test,0
A,0,0.22983543610592155,test,0
A,0,0.3546015577912444,train,0
A,1,0.6404157590905424,train,1
A,0,0.2567928321124168,train,0
A,0,0.2433771270792442,val,0
A,0,0.14858686743023838,train,0
A,0,0.40249295209009167,test,0
A,0,0.28705082689694544,train,0
A,1,0.7345974378937967,train,1
A,0,0.12539907870483985,test,0
A,0,0.07368343545429852,train,0
A,0,0.4290529457576552,train,0
A,1,0.6362467426215634,train,1
A,0,0.2710376259893875,train,0
A,0,0.20853543348962572,train,0
A,0,0.0653572006971946,train,0
A,0,0.08222872066828586,train,0
A,0,0.32789669734603877,test,0
A,1,0.9602209701720381,test,1
A,0,0.02253366341016133,train,0
A,0,0.03507645989197093,val,0
A,0,0.13144085102390482,train,0
A,0,0.17476541696202755,train,0
A,1,0.9203309030561392,train,1
A,0,0.3331571321250226,test,0
A,0,0.13710375327962745,test,0
A,0,0.31019658332373123,train,0
A,0,0.31483868012075394,train,0
A,0,0.29520585670167737,train,0
A,0,0.3363275382912602,train,0
A,0,0.33534938156900157,train,0
A,0,0.04738346461961788,train,0
A,1,0.7626680606872119,val,1
A,1,0.8272990371492274,train,1
A,0,0.20089676156364114,test,0
A,1,0.8592439421443744,train,1
A,1,0.8942480140444607,train,1
A,0,0.47200404788191097,val,0
A,1,0.9061438288392046,val,1
A,0,0.42615653696941763,train,0
A,1,0.9198628329886717,train,1
A,0,0.12089799678642148,test,0
A,0,0.31365353714547006,train,0
A,0,0.12800260165177532,train,0
A,1,0.6479578526812789,train,1
A,0,0.3084303386057083,val,0
A,0,0.15608765164363742,val,0
A,0,0.2896155872812681,test,0
A,0,0.28396174654279277,train,0
A,0,0.1952631514883568,train,0
A,1,0.7591452433259572,train,1
A,0,0.05849533502851161,val,0
A,0,0.31676103882525575,train,0
A,0,0.16539263043383318,train,0
A,0,0.1319782838027114,train,0
A,0,0.19664755866914888,train,0
A,0,0.259756980186611,test,0
A,1,0.8773087215364812,train,1
A,0,0.1620778996997562,test,0
A,0,0.14897976210117375,train,0
A,0,0.09621449315412381,test,0
A,0,0.15681678185233333,val,0
A,1,0.9222577726542607,train,1
A,0,0.29133486751415416,test,0
A,0,0.2266562699956645,train,0
A,0,0.12727826067157483,test,0
A,1,0.9107240852103675,test,1
A,0,0.29314314495597116,val,0
A,0,0.2188970996474988,train,0
A,1,0.7118494901496609,train,1
A,0,0.20115337730648655,train,0
A,1,0.7835462731140326,train,1
A,1,0.7747474120355516,val,1
A,0,0.3442699094711283,val,0
A,0,0.24358902432454346,test,0
A,0,0.28599807288138845,train,0
A,0,0.3191982241734281,val,0
A,0,0.08774470538358707,test,0
A,0,0.08585430679665612,val,0
A,0,0.3590763287903141,train,0
A,0,0.043351783261205735,train,0
A,0,0.09133378477777336,train,0
A,0,0.17543958701038465,train,0
A,0,0.25185646580212956,train,0
A,0,0.18065835024372529,test,0
A,0,0.2113289116780305,train,0
A,1,0.8647515922579989,train,1
A,0,0.12328510858529991,train,0
A,0,0.5420974733446611,val,1
A,1,0.9362365005798435,test,1
A,1,0.7051986140501556,val,1
A,0,0.1600171084882865,train,0
A,0,0.24013744498923933,train,0
A,0,0.0629419755156653,test,0
A,1,0.5025832035235616,train,1
A,0,0.14878619227935455,train,0
A,0,0.34128517297590527,train,0
A,1,0.906987807535127,train,1
A,1,0.9509472159065325,val,1
A,0,0.08969652714781857,train,0
A,0,0.40020941000328014,train,0
A,0,0.1596412346402923,train,0
A,0,0.244735416724895,train,0
A,0,0.08617828091273026,train,0
A,0,0.1826647715061437,train,0
A,0,0.4035727172622687,train,0
A,0,0.356858739240208,train,0
A,0,0.1774209500695776,train,0
A,0,0.159396040326331,train,0
A,0,0.17339249361506887,train,0
A,0,0.23767789843645573,train,0
A,0,0.4175568709309615,test,0
A,0,0.11412668866535511,train,0
A,0,0.10584381204636538,train,0
A,0,0.14280534631336422,train,0
A,0,0.06843241121305618,test,0
A,0,0.272654549409727,train,0
A,0,0.05011819258473778,train,0
A,1,0.8806339166109264,val,1
A,0,0.41924313364244636,val,0
A,0,0.17386263720809214,val,0
A,0,0.2589703043227755,train,0
A,1,0.8240047646806568,train,1
A,0,0.0281052025539162,train,0
A,0,0.282917361317436,test,0
A,0,0.2308668176415132,train,0
A,0,0.24807651732155003,train,0
A,0,0.16027564433249272,test,0
A,1,0.8052019908710744,test,1
A,0,0.3219594626441554,test,0
A,0,0.08316203129541812,test,0
A,0,0.22773156139466488,test,0
A,1,0.8237570228033153,train,1
A,0,0.037929669889306954,val,0
A,0,0.07732960415330016,val,0
A,0,0.3651693298913878,train,0
A,0,0.11468831460121778,train,0
A,0,0.08553636582043635,test,0
A,1,0.8394688096135962,train,1
A,0,0.14562049646096345,test,0
A,1,0.7853421193859892,train,1
A,0,0.36724107736864425,train,0
A,0,0.12884758820208744,train,0
A,1,0.9095129160968054,train,1
A,0,0.4678694907269599,train,0
A,0,0.1085030045700102,train,0
A,0,0.30387510678529484,train,0
A,0,0.18681451353425713,train,0
A,0,0.14816275080970742,train,0
A,0,0.22147577054679596,train,0
A,0,0.06285001073488508,val,0
A,0,0.1409839327022213,train,0
A,1,0.6710127133405857,train,1
A,0,0.1399816301849533,train,0
A,0,0.2037392305261381,train,0
A,0,0.20310065633685698,train,0
A,0,0.24887732176501234,train,0
A,0,0.32324494636181,test,0
A,1,0.6984714008365539,test,1
A,0,0.17790570725406485,val,0
A,0,0.20564551425661168,train,0
A,0,0.3794530088666589,train,0
A,1,0.8939421118034928,train,1
A,0,0.20060204709197688,val,0
A,0,0.17194601549328348,test,0
A,0,0.30191385282779404,train,0
A,0,0.18683916712652507,train,0
A,0,0.42893512384542737,train,0
A,0,0.3406157746259741,val,0
A,1,0.9448342802917583,val,1
A,0,0.13111937514358055,train,0
A,0,0.1552495052932145,test,0
A,0,0.34732972480544155,train,0
A,0,0.2624050489070789,test,0
A,0,0.3509683347944547,test,0
A,0,0.17218951613119038,val,0
A,0,0.2030310584291482,train,0
A,1,0.8472311130463118,train,1
A,0,0.15382928918948255,train,0
A,0,0.14597790179866404,train,0
A,1,0.8383027707419201,test,1
A,0,0.10954366143208048,train,0
A,0,0.26427190833963204,train,0
A,0,0.20627936316461334,val,0
A,0,0.2288119115887319,train,0
A,0,0.3222773221105884,train,0
A,1,0.4355408241405646,train,0
A,0,0.03566912200230375,train,0
A,0,0.20603755098011245,train,0
A,1,0.7845011281401204,test,1
A,0,0.3560748149732446,train,0
A,0,0.0753580099317621,test,0
